X,Y,CCN,ADDRESS,DATE_OF_OFFENSE,TIME_OF_OFFENSE,DATE_OFFENSE_RECORDED,REPORT_YEAR,MONTH,POLICE_DISTRICT,WARD,TYPE_OF_HATE_BIAS,TARGETED_GROUP,TOP_OFFENSE_TYPE,MAR_ID,MAR_XCOORD,MAR_YCOORD,MAR_LATITUDE,MAR_LONGITUDE,SE_ANNO_CAD_DATA,GLOBALID,CREATED_USER,CREATED_DATE,LAST_EDITED_USER,LAST_EDITED_DATE,OBJECTID,SHAPE
-77.0334934237363,38.9056537346817,18108061,1400 block of M St NW,2018/07/02 04:00:00+00,1714,2018/07/02 04:00:00+00,2018,7,2D,Ward 2,Ethnicity/National Origin,Jewish,Damage/Defacing/Destruction of Property,805104,397095.08,137532.58,38.90564595,-77.03349113,,{58BCECBA-88B4-4D1D-95BD-34F2CF94C8F2},,,MPD,2024/02/16 21:02:52+00,2647,
-76.9529016841473,38.9198536655966,18110527,2400 block of Market St NE,2018/07/06 04:00:00+00,1309,2018/07/06 04:00:00+00,2018,7,5D,Ward 5,Race,Asian,Simple Assault,816653,404084.55,139109.41,38.91984587,-76.95289941,,{85A2C26A-7BE8-4D84-A18F-7A4505B5CDDC},,,MPD,2024/02/16 21:02:52+00,2648,
-77.0398117460589,38.9061102775018,18112174,1700 block of Rhode Island Ave NW,2018/07/09 04:00:00+00,0631,2018/07/09 04:00:00+00,2018,7,2D,Ward 2,Race,Black,Simple Assault,804685,396547.07,137583.48,38.90610249,-77.03980945,,{73AA16C4-6BC6-4111-A7BF-447E4522770C},,,MPD,2024/02/16 21:02:52+00,2649,
-77.0405835055617,38.8992139346053,18113700,1700 block of Pennsylvania Ave NW,2018/07/11 04:00:00+00,1546,2018/07/11 04:00:00+00,2018,7,2D,Ward 2,Ethnicity/National Origin,Asian,Threats,814006,396479.79,136817.96,38.89920615,-77.04058121,,{4B3322E4-BAFB-4535-936F-0D5234705A24},,,MPD,2024/02/16 21:02:52+00,2650,
-77.0007669145637,38.8462475847074,18115852,3000 block of 5th ST SE,2018/07/14 04:00:00+00,2229,2018/07/15 04:00:00+00,2018,7,7D,Ward 8,Sexual Orientation,,Robbery,812068,399933.62268589,130937.51733494,38.84623981,-77.00076463,,{8FCAE831-CC05-4FA9-ABE6-44CE8E4180AA},,,MPD,2024/02/16 21:02:52+00,2651,
-77.0259937376112,38.8986931749471,18115984,700 block of 10th St NW,2018/07/15 04:00:00+00,0358,2018/07/15 04:00:00+00,2018,7,2D,Ward 2,Sexual Orientation,,Simple Assault,813083,397745.36,136759.69,38.89868539,-77.02599145,,{7232CC8B-9C6A-42ED-A93A-963ECDF6D660},,,MPD,2024/02/16 21:02:52+00,2652,
-77.0507607594464,38.9052690673131,18120309,2300 block of M St NW,2018/07/21 04:00:00+00,0001,2018/07/21 04:00:00+00,2018,7,2D,Ward 2,Ethnicity/National Origin,Jewish,Damage/Defacing/Destruction of Property,815126,395597.34,137490.57,38.90526128,-77.05075846,,{9206D4D5-7F6D-454D-80F2-5ED831AF67D9},,,MPD,2024/02/16 21:02:52+00,2653,
-77.0005796901607,38.8808769564604,18123007,700 block of 4th ST SE,2018/07/25 04:00:00+00,2300,2018/07/26 04:00:00+00,2018,7,1D,Ward 6,Race,White,Damage/Defacing/Destruction of Property,804913,399949.9,134781.63,38.88086917,-77.00057741,,{028CC5B8-22E7-47AB-A6B8-D4EE6258B78A},,,MPD,2024/02/16 21:02:52+00,2654,
-77.0229835388427,38.9029507962568,18124744,800 block of Mount Vernon Pl NW,2018/07/28 04:00:00+00,1700,2018/07/28 04:00:00+00,2018,7,3D,Ward 2,Sexual Orientation,,Simple Assault,813971,398006.6,137232.25,38.90294301,-77.02298125,,{7756D6D5-77D3-4D00-B9C9-6F5EE158F275},,,MPD,2024/02/16 21:02:52+00,2655,
-77.0365523660639,38.9007803781646,18127751,800 block of 16th St NW,2018/07/30 04:00:00+00,1259,2018/08/02 04:00:00+00,2018,8,2D,Ward 2,Religion,Jewish,Damage/Defacing/Destruction of Property,813038,396829.54,136991.7,38.90077259,-77.03655007,,{6BD6FC57-D1E0-4F8A-92DD-BFA1D4AD4965},,,MPD,2024/02/16 21:02:52+00,2656,
-76.9938186753938,38.8414373879598,18127579,3300 block of Wheeler Rd SE,2018/08/02 04:00:00+00,0752,2018/08/02 04:00:00+00,2018,8,7D,Ward 8,Ethnicity/National Origin,Latino/Hispanic,Simple Assault,807609,400536.83,130403.57,38.84142961,-76.9938164,,{6BF8E6AC-88D4-480B-B5AE-40A449D501D4},,,MPD,2024/02/16 21:02:52+00,2657,
-77.0628245946693,38.905609123613,18129957,1200 block of Wisconsin Ave NW,2018/08/06 04:00:00+00,0141,2018/08/06 04:00:00+00,2018,8,2D,Ward 2,Race,Black,ADW,808614,394550.98,137528.97,38.90560134,-77.06282229,,{FFFC5612-3075-4373-9BFB-30A5E9DBA5B4},,,MPD,2024/02/16 21:02:52+00,2658,
-77.0319558970722,38.9159364685239,18131818,1900 block of 14th St NW,2018/08/09 04:00:00+00,0139,2018/08/09 04:00:00+00,2018,8,3D,Ward 2,Race,Black,Simple Assault,810664,397228.84,138674,38.91592868,-77.0319536,,{C3617F74-5E02-471E-A5B9-D7ED912F59B8},,,MPD,2024/02/16 21:02:52+00,2659,
-77.0535439820597,38.9037265854928,18132857,2500 block of Pennsylvania Ave NW,2018/08/10 04:00:00+00,1822,2018/08/10 04:00:00+00,2018,8,2D,Ward 2,Ethnicity/National Origin,Jewish,Damage/Defacing/Destruction of Property,800844,395355.83,137319.48,38.9037188,-77.05354168,,{5EC9EF5F-21F0-47FA-BEC1-657CB2368F95},,,MPD,2024/02/16 21:02:52+00,2660,
-76.9730360249434,38.9032629866281,18132548,2100 block of I St NE,2018/08/10 04:00:00+00,0927,2018/08/10 04:00:00+00,2018,8,5D,Ward 5,Gender Identity/Expression,,Threats,802596,402339.05,137267,38.9032552,-76.97303375,,{799EAC35-7A53-4A9F-8DC9-719F78F68C40},,,MPD,2024/02/16 21:02:52+00,2661,
-77.0273111602827,38.9694596747968,18133101,6500 block of Georgia Ave NW,2018/08/11 04:00:00+00,0212,2018/08/11 04:00:00+00,2018,8,4D,Ward 4,Sexual Orientation,,Simple Assault,803045,397633.43,144615.42,38.96945187,-77.02730886,,{5604117F-2C88-43B1-997C-68C85AB6B74A},,,MPD,2024/02/16 21:02:52+00,2662,
-76.9907704878012,38.8373098703158,18134315,1200 block of Valley Ter SE,2018/08/12 04:00:00+00,2300,2018/08/13 04:00:00+00,2018,8,7D,Ward 8,Sexual Orientation,,Damage/Defacing/Destruction of Property,800765,400801.5048947,129945.40962202,38.83730209,-76.99076821,,{55772A31-862E-419D-B8CD-C4D0724F7BA7},,,MPD,2024/02/16 21:02:52+00,2663,
-77.0453245992553,38.9096496308138,18136864,2000 block of P St NW,2018/08/17 04:00:00+00,1353,2018/08/17 04:00:00+00,2018,8,2D,Ward 2,Ethnicity/National Origin,Asian,Simple Assault,813555,396069.1,137976.6,38.90964184,-77.0453223,,{E9F16F53-E687-4F51-B513-4750E150860D},,,MPD,2024/02/16 21:02:52+00,2664,
-76.9286995213325,38.89971486612,18137691,5000 block of Hayes St NE,2018/08/18 04:00:00+00,1820,2018/08/18 04:00:00+00,2018,8,6D,Ward 7,Gender Identity/Expression,,Threats,815756,406185.1,136875.2,38.89970708,-76.92869726,,{10ECFCE4-EA66-41C8-85DC-DCCD73253AB6},,,MPD,2024/02/16 21:02:52+00,2665,
-77.0557990101346,38.9760798838602,18139639,6600 block of 31st St NW,2018/08/21 04:00:00+00,1815,2018/08/21 04:00:00+00,2018,8,2D,Ward 4,Race,Black,ADW,803118,395165.14,145351.45,38.97607208,-77.0557967,,{15D2F9C1-43FA-42C8-891F-736A341B5CE7},,,MPD,2024/02/16 21:02:52+00,2666,
-77.0507607594464,38.9052690673131,18142329,2300 block of M St NW,2018/08/25 04:00:00+00,2030,2018/08/25 04:00:00+00,2018,8,2D,Ward 2,Ethnicity/National Origin,Jewish,Damage/Defacing/Destruction of Property,815126,395597.34,137490.57,38.90526128,-77.05075846,,{E00A1101-AF26-459B-BAC4-5408B504ED21},,,MPD,2024/02/16 21:02:52+00,2667,
-76.978788703426,38.8979657257711,18142923,1700 block of Gales St NE,2018/08/26 04:00:00+00,1920,2018/08/26 04:00:00+00,2018,8,5D,Ward 7,Race,Black,Damage/Defacing/Destruction of Property,814489,401840.2,136678.83,38.89795794,-76.97878643,,{79FB5B15-B3AB-4722-96B1-D4B071C5AACF},,,MPD,2024/02/16 21:02:52+00,2668,
-77.0686158034995,38.9662761536736,18143488,5700 block of Broad Branch Rd NW,2018/08/27 04:00:00+00,1549,2018/08/27 04:00:00+00,2018,8,2D,Ward 3,Ethnicity/National Origin,Latino/Hispanic,Threats,810742,394053.73,144263.9,38.96626835,-77.06861349,,{DEF7FE8F-ADF3-4FE0-89F3-0D88FE236049},,,MPD,2024/02/16 21:02:52+00,2669,
-76.9594784461592,38.8689264354375,18143342,3200 block of Pennsylvania Ave SE,2018/08/27 04:00:00+00,1249,2018/08/27 04:00:00+00,2018,8,6D,Ward 7,Race,White,Threats,811539,403516.72454522,133455.81272928,38.86891865,-76.95947618,,{08ECC541-12FE-4D75-B171-650105EA8B12},,,MPD,2024/02/16 21:02:52+00,2670,
-77.0355425242619,38.9096507640809,18143814,1500 block of P St NW,2018/08/28 04:00:00+00,0123,2018/08/28 04:00:00+00,2018,8,2D,Ward 2,Sexual Orientation,,Simple Assault,801972,396917.52,137976.35,38.90964298,-77.03554023,,{6C955495-287D-44D1-8178-C609178D8FF9},,,MPD,2024/02/16 21:02:52+00,2671,
-77.0375897449057,38.9293337727203,18144420,3100 block of Mount Pleasant St NW,2018/08/28 04:00:00+00,2217,2018/08/29 04:00:00+00,2018,8,3D,Ward 1,Ethnicity/National Origin,Latino/Hispanic,ADW,803492,396740.86,140161.4,38.92932598,-77.03758745,,{AAC2F894-6FBB-48F3-9C61-C74BA86B2533},,,MPD,2024/02/16 21:02:52+00,2672,
-76.9887605539069,38.8671325696031,18143849,1900 block of Martin Luther King Jr Ave SE,2018/08/28 04:00:00+00,0610,2018/08/28 04:00:00+00,2018,8,7D,Ward 8,Sexual Orientation,,Damage/Defacing/Destruction of Property,806399,400975.6,133255.96,38.86712479,-76.98875828,,{A631A21A-CF63-4034-93DE-F2E32E54CF07},,,MPD,2024/02/16 21:02:52+00,2673,
-77.0345748527497,38.9046993450181,18144698,1100 block of 15th St NW,2018/08/29 04:00:00+00,1251,2018/08/29 04:00:00+00,2018,8,2D,Ward 2,Political Affiliation,,Threats,806141,397001.24,137426.67,38.90469156,-77.03457256,,{835B47EE-0211-4013-A580-677EFFCD4349},,,MPD,2024/02/16 21:02:52+00,2674,
-77.0257852277368,38.956819640235,18145520,5500 block of 9th St NW,2018/08/30 04:00:00+00,1614,2018/08/30 04:00:00+00,2018,8,4D,Ward 4,Ethnicity/National Origin,Latino/Hispanic,ADW,802934,397765.27,143212.22,38.95681184,-77.02578293,,{B35AACD5-B609-4103-A775-F51B528107B9},,,MPD,2024/02/16 21:02:52+00,2675,
-76.9971592889955,38.920940787739,18146310,500 block of Rhode Island Ave NE,2018/08/31 04:00:00+00,1821,2018/08/31 04:00:00+00,2018,8,5D,Ward 5,Gender Identity/Expression,,Threats,807768,400246.54,139229.04,38.920933,-76.99715701,,{38F7005D-9349-4DB9-A7B9-11592AFC66C1},,,MPD,2024/02/16 21:02:52+00,2676,
-77.0005715975569,38.9207691221135,18146892,2300 block of 4th St NE,2018/09/01 04:00:00+00,1721,2018/09/01 04:00:00+00,2018,9,5D,Ward 5,Gender Identity/Expression,,Threats to Kidnap or Injure a Person,808330,399950.63,139209.98,38.92076133,-77.00056931,,{08479827-9FFF-403D-82F2-3E7BCC608A45},,,MPD,2024/02/16 21:02:52+00,2677,
-77.0203194081405,38.9156017095009,18147554,600 block of Florida Ave NW,2018/09/02 04:00:00+00,2050,2018/09/02 04:00:00+00,2018,9,3D,Ward 2,Sexual Orientation,,Simple Assault,810091,398238,138636.55,38.91559392,-77.02031712,,{FF23F38A-60DC-4630-BC93-9BBAC6B9C172},,,MPD,2024/02/16 21:02:52+00,2678,
-77.020914492172,38.8998196995033,18148791,600 block of H St NW,2018/09/04 04:00:00+00,2104,2018/09/04 04:00:00+00,2018,9,1D,Ward 2,Sexual Orientation,,Simple Assault,807858,398185.99,136884.63,38.89981191,-77.0209122,,{39FB84AC-BF1C-4715-BB00-4ADF65869306},,,MPD,2024/02/16 21:02:52+00,2679,
-77.020914492172,38.8998196995033,18148709,600 block of H St NW,2018/09/04 04:00:00+00,1905,2018/09/04 04:00:00+00,2018,9,1D,Ward 2,Sexual Orientation,,Destruction of Property,807858,398185.99,136884.63,38.89981191,-77.0209122,,{79F5D117-01A4-4A16-AC43-B6C7597B64A5},,,MPD,2024/02/16 21:02:52+00,2680,
-77.0090553090754,38.9076505617592,18150682,1200 block of North Capitol St NW,2018/09/07 04:00:00+00,1422,2018/09/07 04:00:00+00,2018,9,1D,Ward 5,Gender Identity/Expression,,Affrays,808354,399214.79,137753.75,38.90764277,-77.00905302,,{91C487EF-70FB-4655-97C7-23F957BF0048},,,MPD,2024/02/16 21:02:52+00,2681,
-77.0436092614514,38.9099352176321,18155207,1300 block of Connecticut Ave NW,2018/09/14 04:00:00+00,1847,2018/09/14 04:00:00+00,2018,9,2D,Ward 2,Gender Identity/Expression,,Threats to do Bodily Harm,800193,396217.89,138008.23,38.90992743,-77.04360696,,{60CA5096-D2A5-4EB2-B559-8F6B23F93F68},,,MPD,2024/02/16 21:02:52+00,2682,
-76.9658397232451,38.8603203629264,18154936,2800 block of Alabama Ave SE,2018/09/14 04:00:00+00,1200,2018/09/14 04:00:00+00,2018,9,6D,Ward 7,Gender Identity/Expression,,Threats to Kidnap or Injure a Person,808385,402965.04,132500.25,38.86031258,-76.96583745,,{82A4214C-69C0-464E-88F7-300C6913F2BF},,,MPD,2024/02/16 21:02:52+00,2683,
-77.0360087538146,38.9175766081805,18156533,2000 block of New Hampshire Ave NW,2018/09/16 04:00:00+00,2126,2018/09/16 04:00:00+00,2018,9,3D,Ward 1,Sexual Orientation,,Aggravated Assault,812778,396877.43,138856.2,38.91756882,-77.03600646,,{BE92084A-F5C5-4CD7-B7C7-927EED24FE55},,,MPD,2024/02/16 21:02:52+00,2684,
-77.0307887728051,38.9181204918837,18158422,1300 block of V St NW,2018/09/19 04:00:00+00,2040,2018/09/19 04:00:00+00,2018,9,3D,Ward 1,Sexual Orientation,,Simple Assault,810147,397330.14,138916.41,38.9181127,-77.03078648,,{1A27A64A-FA89-4C53-B8E8-ED5EDC3AF849},,,MPD,2024/02/16 21:02:52+00,2685,
-77.0270738061812,38.9719210513473,18161201,6700 block of Georgia Ave NW,2018/09/23 04:00:00+00,2151,2018/09/23 04:00:00+00,2018,9,4D,Ward 4,Sexual Orientation,,Simple Assault,800621,397654.08,144888.65,38.97191325,-77.02707151,,{273C01C5-73DA-4664-A95F-A0B26746BCD5},,,MPD,2024/02/16 21:02:52+00,2686,
-77.0244008704367,38.9369769444542,18161966,3700 block of Georgia Ave NW,2018/09/25 04:00:00+00,0740,2018/09/25 04:00:00+00,2018,9,4D,Ward 4,Sexual Orientation,,Simple Assault,809816,397884.67,141009.47,38.93696915,-77.02439858,,{77C7D3A0-3B04-4F92-AE69-D33039A81603},,,MPD,2024/02/16 21:02:52+00,2687,
-77.0374965055872,38.9141007245245,18163076,1600 block of S St NW,2018/09/25 04:00:00+00,2200,2018/09/26 04:00:00+00,2018,9,3D,Ward 2,Political Affiliation,,Threats to do Bodily Harm,812702,396748.25,138470.4,38.91409293,-77.03749421,,{92130C87-7043-4864-8A86-1019F1F9DF9F},,,MPD,2024/02/16 21:02:52+00,2688,
-76.9513697187762,38.8921458704755,18163248,3800 block of Minnesota Ave NE,2018/09/27 04:00:00+00,0628,2018/09/27 04:00:00+00,2018,9,6D,Ward 7,Gender Identity/Expression,,Destruction of Property,804070,404219.04,136033.69,38.89213808,-76.95136745,,{A1F36FD5-5D6B-4393-A351-C3827CB2D8F7},,,MPD,2024/02/16 21:02:52+00,2689,
-77.0000453246086,38.8886885163784,18163440,400 block of A St SE,2018/09/27 04:00:00+00,1336,2018/09/28 04:00:00+00,2018,9,1D,Ward 6,Race,White,Simple Assault,804121,399996.26575795,135648.77308331,38.88868073,-77.00004304,,{282B501D-ACF9-455C-9BB9-B260BE1E6121},,,MPD,2024/02/16 21:02:52+00,2690,
-77.0460201992441,38.9232450075834,18164975,1900 block of Calvert St NW,2018/09/29 04:00:00+00,1445,2018/09/29 04:00:00+00,2018,9,3D,Ward 1,Sexual Orientation,,Deface Private/Public Property,814224,396009.53,139485.83,38.92323722,-77.0460179,,{A1461E2F-E14B-46E3-8877-125E460B376E},,,MPD,2024/02/16 21:02:52+00,2691,
-77.0176370262884,38.8778743896329,18165594,1100 block of 4th ST SW,2018/09/30 04:00:00+00,1830,2018/09/30 04:00:00+00,2018,9,1D,Ward 6,Sexual Orientation,,Simple Assault,815976,398469.82,134448.47,38.87786661,-77.01763474,,{CCCD8A5B-086D-41AA-A9BA-13568050C7E6},,,MPD,2024/02/16 21:02:52+00,2692,
-76.9765075932196,38.8842393187306,18165612,1900 block of Massachusetts Ave SE,2018/09/30 04:00:00+00,1844,2018/09/30 04:00:00+00,2018,9,1D,Ward 7,Sexual Orientation,,Simple Assault,816865,402038.47,135155.14,38.88423153,-76.97650532,,{5DE31AD2-6FFA-42E6-9620-51269BCF1F36},,,MPD,2024/02/16 21:02:52+00,2693,
-77.0436092614514,38.9099352176321,18166409,1600 block of Connecticut Ave NW,2018/10/02 04:00:00+00,0206,2018/10/02 04:00:00+00,2018,10,2D,Ward 2,Gender Identity/Expression,,Simple Assault,800193,396217.89,138008.23,38.90992743,-77.04360696,,{F8F13D49-77AB-42C8-BD14-0B0214C960DD},,,MPD,2024/02/16 21:02:52+00,2694,
-77.0275623948073,38.9170066965776,18168752,1100 block of U St NW,2018/10/05 04:00:00+00,1638,2018/10/05 04:00:00+00,2018,10,3D,Ward 1,Sexual Orientation,,Simple Assault,812182,397609.9,138792.68,38.91699891,-77.0275601,,{CF4A9A68-247A-4530-B236-6161DCBB2563},,,MPD,2024/02/16 21:02:52+00,2695,
-76.9780921487817,38.8654384647819,18170015,1800 block of Good Hope Rd SE,2018/10/07 04:00:00+00,1550,2018/10/07 04:00:00+00,2018,10,6D,Ward 8,Gender Identity/Expression,,Threats,811283,401901.49,133068.07,38.86543068,-76.97808987,,{6C3318AC-0464-4F80-9FB9-586BD6DED3BE},,,MPD,2024/02/16 21:02:52+00,2696,
-76.9848419591145,38.8496716008,18171772,1400 block of Bruce Pl SE,2018/10/10 04:00:00+00,0833,2018/10/10 04:00:00+00,2018,10,7D,Ward 8,Sexual Orientation,,Threats,815433,401315.99235117,131317.71595929,38.84966382,-76.98483968,,{1EA75F3A-788D-4C30-A225-86D39BAE69FF},,,MPD,2024/02/16 21:02:52+00,2697,
-77.0189309797173,38.9003438739552,18173370,800 block of 5th St NW,2018/10/11 04:00:00+00,0630,2018/10/12 04:00:00+00,2018,10,1D,Ward 6,Gender Identity/Expression,,Threats,801612,398358.06,136942.78,38.90033609,-77.01892869,,{6A8B2E74-85D7-44BC-8204-0265698AFC1E},,,MPD,2024/02/16 21:02:52+00,2698,
-77.0288513747257,38.898321719872,18173369,1200 block of G St NW,2018/10/12 04:00:00+00,1913,2018/10/12 04:00:00+00,2018,10,2D,Ward 2,Sexual Orientation,,Threats,812027,397497.46,136718.53,38.89831393,-77.02884908,,{220AC0E2-4D39-4F3C-A7F4-4FDA31094F01},,,MPD,2024/02/16 21:02:52+00,2699,
-77.0376834267387,38.9859162649488,18174031,1600 block of Kalmia RD NW,2018/10/13 04:00:00+00,2245,2018/10/13 04:00:00+00,2018,10,3D,Ward 4,Ethnicity/National Origin,Latino/Hispanic,Robbery,806432,396735.33,146442.58,38.98590846,-77.03768113,,{BB1C45D7-25F9-48BB-839D-5C6EAA1AB920},,,MPD,2024/02/16 21:02:52+00,2700,
-76.9528213834473,38.9066693873516,18177458,3400 block of Hayes St NE,2018/10/13 04:00:00+00,1731,2018/10/19 04:00:00+00,2018,10,6D,Ward 7,Race,White,Simple Assault,816724,404092.27,137645.85,38.9066616,-76.95281911,,{B9E7A930-1129-4C21-8D78-5EA21FAF8712},,,MPD,2024/02/16 21:02:52+00,2701,
-77.0265809380367,38.9765559905508,18174400,7100 block of Georgia Ave NW,2018/10/14 04:00:00+00,1607,2018/10/14 04:00:00+00,2018,10,4D,Ward 4,Gender Identity/Expression,,Robbery,803967,397696.94,145403.16,38.97654819,-77.02657864,,{74E7F234-3198-4E39-BE87-117A417C07F2},,,MPD,2024/02/16 21:02:52+00,2702,
-77.032728669935,38.9445363800515,18175249,4400 block of 14th St NW,2018/10/16 04:00:00+00,0334,2018/10/16 04:00:00+00,2018,10,4D,Ward 4,Gender Identity/Expression,,Simple Assault,811380,397162.96,141848.86,38.94452858,-77.03272637,,{D98D0AC3-A754-4B42-B356-A184E1DA92D1},,,MPD,2024/02/16 21:02:52+00,2703,
-77.0071038514963,38.8846456709948,18175485,400 block of New Jersey Ave SE,2018/10/16 04:00:00+00,1454,2018/10/16 04:00:00+00,2018,10,1D,Ward 6,Religion,Muslim,Threats,812200,399383.85,135200.01,38.88463789,-77.00710157,,{D87B3751-CE3B-4EF8-88DC-C8897612405B},,,MPD,2024/02/16 21:02:52+00,2704,
-76.9411424281998,38.8841459476645,18176285,4400 block of Texas Ave SE,2018/10/17 04:00:00+00,1725,2018/10/17 04:00:00+00,2018,10,6D,Ward 7,Ethnicity/National Origin,Latino/Hispanic,Simple Assault,804930,405106.86461069,135146.15903485,38.88413816,-76.94114016,,{369DC160-720B-4CAB-BCD1-079AB0B12F97},,,MPD,2024/02/16 21:02:52+00,2705,
-77.0732921925562,38.9347592064193,18177007,3700 block of Newark St NW,2018/10/18 04:00:00+00,2024,2018/10/18 04:00:00+00,2018,10,2D,Ward 3,Race,White,Threats,804981,393645.65,140765.55,38.93475141,-77.07328988,,{6D34EB66-99DD-4592-929A-938D6BA9CD5D},,,MPD,2024/02/16 21:02:52+00,2706,
-77.0639981993966,38.9051588796792,18176846,3200 block of M St NW,2018/10/18 04:00:00+00,1615,2018/10/18 04:00:00+00,2018,10,2D,Ward 2,Gender Identity/Expression,,Threats,808963,394449.15,137479.06,38.90515109,-77.0639959,,{84801FAD-023E-4BA8-9B9D-DF64EB691D0A},,,MPD,2024/02/16 21:02:52+00,2707,
-76.9873331112037,38.8644652123037,18178450,1300 block of W St SE,2018/10/21 04:00:00+00,0150,2018/10/21 04:00:00+00,2018,10,7D,Ward 8,Gender Identity/Expression,,Robbery,811072,401099.52,132959.88,38.86445743,-76.98733083,,{ED9880E9-E35A-41AB-9D55-461D9273B0E8},,,MPD,2024/02/16 21:02:52+00,2708,
-77.04774956944,38.8983309279583,18183479,2100 block of G St NW,2018/10/24 04:00:00+00,1600,2018/10/29 04:00:00+00,2018,10,2D,Ward 2,Ethnicity/National Origin,Jewish,Damage/Defacing/Destruction of Property,806475,395858.12,136720.24,38.89832314,-77.04774727,,{052E0238-9BAC-4086-9CC2-2B4016691032},,,MPD,2024/02/16 21:02:52+00,2709,
-77.0392624640373,38.903748833532,18181132,1700 block of L St NW,2018/10/24 04:00:00+00,2245,2018/10/25 04:00:00+00,2018,10,2D,Ward 2,Political Affiliation,,Threats,806951,396594.6,137321.32,38.90374105,-77.03926017,,{F121FB40-15D2-48A1-BFC6-309293753250},,,MPD,2024/02/16 21:02:52+00,2710,
-77.0327957447313,38.9025305560349,18181709,1400 block of K St NW,2018/10/26 04:00:00+00,1445,2018/10/26 04:00:00+00,2018,10,2D,Ward 2,Political Affiliation,,Threats,805270,397155.47,137185.86,38.90252277,-77.03279345,,{9E87F0E1-C360-4CB7-9B57-892BEC71953F},,,MPD,2024/02/16 21:02:52+00,2711,
-77.036716927929,38.9264141850661,18182347,1600 block of Columbia Rd NW,2018/10/27 04:00:00+00,1220,2018/10/27 04:00:00+00,2018,10,3D,Ward 1,Religion,Hindu,Simple Assault,807146,396816.41,139837.27,38.92640639,-77.03671463,,{59BD42AC-34AB-4386-B4F9-C00E65D37B01},,,MPD,2024/02/16 21:02:52+00,2712,
-77.0784168943114,38.9334964290714,18183659,3900 block of Macomb St NW,2018/10/29 04:00:00+00,1250,2018/10/29 04:00:00+00,2018,10,2D,Ward 3,Religion,Jewish,Stalking,809350,393201.21,140625.74,38.93348864,-77.07841458,,{FB7C4EAA-F7EB-4C04-B77C-605A18D0E70D},,,MPD,2024/02/16 21:02:52+00,2713,
-77.0319541177905,38.9186563548503,18183291,2100 block of 14th St NW,2018/10/29 04:00:00+00,0039,2018/10/29 04:00:00+00,2018,10,3D,Ward 1,Gender Identity/Expression,,Robbery,813563,397229.1,138975.93,38.91864856,-77.03195182,,{D0AD382C-6317-4154-AF73-4986A80EF4A7},,,MPD,2024/02/16 21:02:52+00,2714,
-76.9658397232451,38.8603203629264,18186467,2800 block of Alabama Ave SE,2018/11/02 04:00:00+00,1612,2018/11/02 04:00:00+00,2018,11,6D,Ward 7,Sexual Orientation,,ADW,808385,402965.04,132500.25,38.86031258,-76.96583745,,{ECFC183F-4EE5-4050-AB8C-780C3196F2CA},,,MPD,2024/02/16 21:02:52+00,2715,
-77.0296245168937,38.8990684097221,18188522,700 block of 13th St NW,2018/11/06 05:00:00+00,0917,2018/11/06 05:00:00+00,2018,11,2D,Ward 2,Ethnicity/National Origin,Latino/Hispanic,Threats to do Bodily Harm,808181,397430.42,136801.44,38.89906062,-77.02962222,,{913AAD51-C2A1-4044-A355-BF48AE801611},,,MPD,2024/02/16 21:02:52+00,2716,
-77.0327378468684,38.9316144252323,18189154,3400 block of 14th St NW,2018/11/07 05:00:00+00,1140,2018/11/07 05:00:00+00,2018,11,4D,Ward 1,Ethnicity/National Origin,Latino/Hispanic,Simple Assault,805082,397161.65,140414.41,38.93160663,-77.03273555,,{35F92080-31BA-49D3-A553-38053F8E7D0A},,,MPD,2024/02/16 21:02:52+00,2717,
-77.0540077151677,38.9257113104398,18189149,2600 block of Woodley Rd NW,2018/11/07 05:00:00+00,1153,2018/11/07 05:00:00+00,2018,11,2D,Ward 3,Ethnicity/National Origin,Latino/Hispanic,Simple Assault,808366,395317.05,139759.99,38.92570352,-77.05400541,,{4CE881A3-42BF-47AC-AE3A-B92227F7F060},,,MPD,2024/02/16 21:02:52+00,2718,
-77.0398504645378,38.9170117998201,18191100,1700 block of U St NW,2018/11/10 05:00:00+00,0250,2018/11/10 05:00:00+00,2018,11,3D,Ward 2,Sexual Orientation,,ADW,808175,396544.24,138793.64,38.91700401,-77.03984817,,{18D525A8-005D-4AA1-9F52-FE6D45F93055},,,MPD,2024/02/16 21:02:52+00,2719,
-77.0333945343305,38.919754247584,18191533,1400 block of Florida Ave NW,2018/11/10 05:00:00+00,1200,2018/11/10 05:00:00+00,2018,11,3D,Ward 1,Sexual Orientation,,Deface Private/Public Property,812333,397104.23,139097.85,38.91974646,-77.03339224,,{1A50A3C4-1465-4239-B90A-EBFED6C838CA},,,MPD,2024/02/16 21:02:52+00,2720,
-77.0441636675614,38.911138343999,18191978,1900 block of Q St NW,2018/11/11 05:00:00+00,1632,2018/11/11 05:00:00+00,2018,11,2D,Ward 2,Ethnicity/National Origin,Jewish,Deface Private/Public Property,810406,396169.87,138141.81,38.91113056,-77.04416137,,{8E333D8D-3FED-424B-A203-6AF50B9B54F3},,,MPD,2024/02/16 21:02:52+00,2721,
